Age Group,Success Rate (%),Cycle Count
35-37,9.271267545725223,10425980.0
38-40,5.660178579864884,10256362.0
<35,15.854946094609462,10722944.0
>40,1.8293647692240893,9868811.0
Donated Embryos,0.7040266798418973,320644.0
Fresh Embryos Fresh Eggs,0.20754847645429364,339048.0
Fresh Embryos Frozen Eggs,0.7394001307616868,323948.0
Frozen Embryos,6.349143121815655,373808.0
